txn_ref,occurred_at,type,issue_type,order_code,item_code,issue_pool,qty,uom,rate,entered_by,authorized_by,remarks,colour_ref,batch_ref,external_ref
TXN-260828-283,2026-08-28 02:41:15,issue,bom,BS-ET-16455,2764,Paint Mixing,-50,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-284,2026-08-28 02:41:15,issue,bom,BS-ET-16455,2354,Paint Matt Agent,-25,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-285,2026-08-28 02:41:15,issue,bom,BS-ET-16455,2352,Paint Harnder,-25,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-286,2026-08-28 02:41:15,issue,bom,BS-ET-16455,2355,Paint Thinner,-25,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-287,2026-08-28 02:41:15,issue,bom,BS-ET-16455,937,Miscellaneous,-5,Nos,,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-288,2026-08-28 02:41:15,issue,bom,BS-ET-16455,1053,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-289,2026-08-28 02:41:15,issue,bom,BS-ET-16455,239,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-290,2026-08-28 02:41:15,issue,bom,BS-ET-16455,285,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-291,2026-08-28 02:41:15,issue,bom,BS-ET-16455,169,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260828-292,2026-08-28 02:44:26,issue,rework,BS-SI-16451,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,HAHSIR,Repaint: uv plate side walls white,,,
TXN-260828-293,2026-08-28 02:44:26,issue,rework,BS-SI-16451,2354,Paint Matt Agent,-50,Gram,5.19,malikhashir85858@gmail.com,HAHSIR,Repaint: uv plate side walls white,,,
TXN-260828-294,2026-08-28 02:44:26,issue,rework,BS-SI-16451,2352,Paint Harnder,-50,Gram,5.81,malikhashir85858@gmail.com,HAHSIR,Repaint: uv plate side walls white,,,
TXN-260828-295,2026-08-28 02:44:26,issue,rework,BS-SI-16451,2355,Paint Thinner,-40,Gram,1.67,malikhashir85858@gmail.com,HAHSIR,Repaint: uv plate side walls white,,,
TXN-260828-296,2026-08-28 02:44:26,issue,rework,BS-SI-16451,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,HAHSIR,Repaint: uv plate side walls white,,,
TXN-260828-297,2026-08-28 02:44:26,issue,rework,BS-SI-16451,1053,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,HAHSIR,Repaint: uv plate side walls white,,,
TXN-260828-298,2026-08-28 03:41:25,issue,bom,BS-ET-16450,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,WARM GRAY 2C,,
TXN-260828-299,2026-08-28 03:41:25,issue,bom,BS-ET-16450,2353,Paint Mixing,-6,Gram,12.42,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,WARM GRAY 2C,,
TXN-260828-300,2026-08-28 03:41:25,issue,bom,BS-ET-16450,2257,Paint Mixing,-8,Gram,9.2,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,WARM GRAY 2C,,
TXN-260828-301,2026-08-28 03:41:25,issue,bom,BS-ET-16450,2272,Paint Mixing,-6,Gram,9.04,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,WARM GRAY 2C,,
TXN-260828-302,2026-08-28 03:41:25,issue,bom,BS-ET-16450,2195,Paint Matt Agent,-60,Gram,4.86,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,,,
TXN-260828-303,2026-08-28 03:41:25,issue,bom,BS-ET-16450,2352,Paint Harnder,-60,Gram,5.81,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,,,
TXN-260828-304,2026-08-28 03:41:25,issue,bom,BS-ET-16450,2355,Paint Thinner,-50,Gram,1.67,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,,,
TXN-260828-305,2026-08-28 03:41:25,issue,bom,BS-ET-16450,937,Miscellaneous,-3,Nos,,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,,,
TXN-260828-306,2026-08-28 03:41:25,issue,bom,BS-ET-16450,239,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,,,
TXN-260828-307,2026-08-28 03:41:25,issue,bom,BS-ET-16450,246,Miscellaneous,-200,Nos,,malikhashir85858@gmail.com,,Variance: due to 2 shades mixing against pantone 2c is issued,,,
TXN-260828-308,2026-08-28 05:26:52,issue,bom,BS-ET-16465,372,Epoxy Set,-200,Gram,1.44,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-309,2026-08-28 05:26:52,issue,bom,BS-ET-16465,2764,Paint Mixing,-50,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-310,2026-08-28 05:26:52,issue,bom,BS-ET-16465,2354,Paint Matt Agent,-25,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-311,2026-08-28 05:26:52,issue,bom,BS-ET-16465,2352,Paint Harnder,-25,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-312,2026-08-28 05:26:52,issue,bom,BS-ET-16465,2355,Paint Thinner,-23,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-313,2026-08-28 05:26:52,issue,bom,BS-ET-16465,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-314,2026-08-28 05:26:52,issue,bom,BS-ET-16465,239,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-315,2026-08-28 05:29:15,issue,bom,BS-SM-16438,372,Epoxy Set,-300,Gram,1.44,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-316,2026-08-28 05:29:15,issue,bom,BS-SM-16438,2350,Paint Mixing,-150,Gram,6.44,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-317,2026-08-28 05:29:15,issue,bom,BS-SM-16438,2354,Paint Matt Agent,-65,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-318,2026-08-28 05:29:15,issue,bom,BS-SM-16438,2352,Paint Harnder,-65,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-319,2026-08-28 05:29:15,issue,bom,BS-SM-16438,2355,Paint Thinner,-60,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-320,2026-08-28 05:29:15,issue,bom,BS-SM-16438,937,Miscellaneous,-5,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260828-321,2026-08-28 05:29:15,issue,bom,BS-SM-16438,246,Miscellaneous,-450,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-322,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,372,Epoxy Set,-200,Gram,1.44,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-323,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,2764,Paint Mixing,-170,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-324,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,2354,Paint Matt Agent,-86,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-325,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,2352,Paint Harnder,-86,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-326,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,2355,Paint Thinner,-70,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-327,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,937,Miscellaneous,-3,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-328,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,239,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-329,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,428,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-330,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,1053,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-331,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,285,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-332,2026-08-28 22:45:31,issue,bom,BS-LHET-333-A,246,Miscellaneous,-200,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-333,2026-08-28 22:47:38,issue,bom,BS-LHET-333-B,1073,Epoxy Set,-200,Gram,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-334,2026-08-28 22:47:38,issue,bom,BS-LHET-333-B,2764,Paint Mixing,-170,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-335,2026-08-28 22:47:38,issue,bom,BS-LHET-333-B,2354,Paint Matt Agent,-86,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-336,2026-08-28 22:47:38,issue,bom,BS-LHET-333-B,2352,Paint Harnder,-86,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-337,2026-08-28 22:47:38,issue,bom,BS-LHET-333-B,2355,Paint Thinner,-70,Gram,1.67,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-338,2026-08-28 22:47:38,issue,bom,BS-LHET-333-B,246,Miscellaneous,-300,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-339,2026-08-28 22:47:38,issue,bom,BS-LHET-333-B,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260829-340,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,1073,Epoxy Set,-400,Gram,,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-341,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2764,Paint Mixing,-50,Gram,6.04,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 296 C,,
TXN-260829-342,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2272,Paint Mixing,-100,Gram,9.04,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 296 C,,
TXN-260829-343,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2350,Paint Mixing,-30,Gram,6.44,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 296 C,,
TXN-260829-344,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2754,Paint Mixing,-10,Gram,7.78,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 296 C,,
TXN-260829-345,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2241,Paint Mixing,-10,Gram,9.04,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 296 C,,
TXN-260829-346,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2352,Paint Harnder,-100,Gram,5.81,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-347,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2195,Paint Matt Agent,-45,Gram,4.86,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-348,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2355,Paint Thinner,-40,Gram,1.67,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-349,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,2247,Paint Binder,-40,Gram,7.41,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-350,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,937,Miscellaneous,-3,Nos,,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-351,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,388,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-352,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,246,Miscellaneous,-500,Nos,,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-353,2026-08-28 23:12:31,issue,bom,BS-US-2537 C,239,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-354,2026-08-28 23:18:17,issue,bom,BS-ET-16409,1073,Epoxy Set,-200,Gram,,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,,,
TXN-260829-355,2026-08-28 23:18:17,issue,bom,BS-ET-16409,2272,Paint Mixing,-100,Gram,9.04,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,PANTONE 4147C,,
TXN-260829-356,2026-08-28 23:18:17,issue,bom,BS-ET-16409,2764,Paint Mixing,-30,Gram,6.04,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,PANTONE 4147C,,
TXN-260829-357,2026-08-28 23:18:17,issue,bom,BS-ET-16409,2754,Paint Mixing,-10,Gram,7.78,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,PANTONE 4147C,,
TXN-260829-358,2026-08-28 23:18:17,issue,bom,BS-ET-16409,2350,Paint Mixing,-10,Gram,6.44,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,PANTONE 4147C,,
TXN-260829-359,2026-08-28 23:18:17,issue,bom,BS-ET-16409,2352,Paint Harnder,-75,Gram,5.81,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,,,
TXN-260829-360,2026-08-28 23:18:17,issue,bom,BS-ET-16409,2247,Paint Binder,-29,Gram,7.41,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,,,
TXN-260829-361,2026-08-28 23:18:17,issue,bom,BS-ET-16409,2355,Paint Thinner,-20,Gram,1.67,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,,,
TXN-260829-362,2026-08-28 23:18:17,issue,bom,BS-ET-16409,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,,,
TXN-260829-363,2026-08-28 23:18:17,issue,bom,BS-ET-16409,246,Miscellaneous,-200,Nos,,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,,,
TXN-260829-364,2026-08-28 23:18:17,issue,bom,BS-ET-16409,239,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,,,
TXN-260829-365,2026-08-28 23:18:17,issue,bom,BS-ET-16409,285,Miscellaneous,-1,Nos,,malikhashir85858@gmail.com,,Variance: GLOSSY SIGN SO HARDNER EXTRA ISSUE,,,
TXN-260829-366,2026-08-28 23:24:49,issue,bom,BS-ET-16418,2350,Paint Mixing,-80,Gram,6.44,malikhashir85858@gmail.com,,Variance: bom issue,PANTONE 496 C,,
TXN-260829-367,2026-08-28 23:24:49,issue,bom,BS-ET-16418,2245 / 2673,Paint Mixing,-10,Gram,9.75,malikhashir85858@gmail.com,,Variance: bom issue,PANTONE 496 C,,
TXN-260829-368,2026-08-28 23:24:49,issue,bom,BS-ET-16418,2754,Paint Mixing,-10,Gram,7.78,malikhashir85858@gmail.com,,Variance: bom issue,PANTONE 496 C,,
TXN-260829-369,2026-08-28 23:24:49,issue,bom,BS-ET-16418,2350,Paint Mixing,-50,Gram,6.44,malikhashir85858@gmail.com,,Variance: bom issue,PANTONE 496 C,,
TXN-260829-370,2026-08-28 23:24:49,issue,bom,BS-ET-16418,2354,Paint Matt Agent,-75,Gram,5.19,malikhashir85858@gmail.com,,Variance: bom issue,,,
TXN-260829-371,2026-08-28 23:24:49,issue,bom,BS-ET-16418,2352,Paint Harnder,-75,Gram,5.81,malikhashir85858@gmail.com,,Variance: bom issue,,,
TXN-260829-372,2026-08-28 23:24:49,issue,bom,BS-ET-16418,2355,Paint Thinner,-60,Gram,1.67,malikhashir85858@gmail.com,,Variance: bom issue,,,
TXN-260829-373,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 2330C,,
TXN-260829-374,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2764,Paint Mixing,-20,Gram,6.04,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 2330C,,
TXN-260829-375,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2241,Paint Mixing,-10,Gram,9.04,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 2330C,,
TXN-260829-376,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2245 / 2673,Paint Mixing,-10,Gram,9.75,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 2330C,,
TXN-260829-377,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2272,Paint Mixing,-10,Gram,9.04,malikhashir85858@gmail.com,,Variance: SATIN SIGN,PANTONE 2330C,,
TXN-260829-378,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2352,Paint Harnder,-70,Gram,5.81,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-379,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2354,Paint Matt Agent,-50,Gram,5.19,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-380,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2355,Paint Thinner,-30,Gram,1.67,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-381,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,2247,Paint Binder,-25,Gram,7.41,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-382,2026-08-28 23:33:01,issue,bom,BS-US-2537 B,937,Miscellaneous,-3,Nos,,malikhashir85858@gmail.com,,Variance: SATIN SIGN,,,
TXN-260829-383,2026-08-28 23:40:03,issue,rework,BS-SM-16283-(Bulk),2350,Paint Mixing,-600,Gram,6.44,malikhashir85858@gmail.com,Hashir,Repaint: side walls issue due to welding repaint 2 times,,,
TXN-260829-384,2026-08-28 23:40:03,issue,rework,BS-SM-16283-(Bulk),2354,Paint Matt Agent,-300,Gram,5.19,malikhashir85858@gmail.com,Hashir,Repaint: side walls issue due to welding repaint 2 times,,,
TXN-260829-385,2026-08-28 23:40:03,issue,rework,BS-SM-16283-(Bulk),2352,Paint Harnder,-300,Gram,5.81,malikhashir85858@gmail.com,Hashir,Repaint: side walls issue due to welding repaint 2 times,,,
TXN-260829-386,2026-08-28 23:40:03,issue,rework,BS-SM-16283-(Bulk),2355,Paint Thinner,-240,Gram,1.67,malikhashir85858@gmail.com,Hashir,Repaint: side walls issue due to welding repaint 2 times,,,
TXN-260829-387,2026-08-28 23:40:21,issue,rework,BS-SM-16283-(Bulk),2350,Paint Mixing,-600,Gram,6.44,malikhashir85858@gmail.com,Hashir,Repaint: side walls issue due to welding repaint 2 times,,,
TXN-260829-388,2026-08-28 23:40:21,issue,rework,BS-SM-16283-(Bulk),2354,Paint Matt Agent,-300,Gram,5.19,malikhashir85858@gmail.com,Hashir,Repaint: side walls issue due to welding repaint 2 times,,,
TXN-260829-389,2026-08-28 23:40:21,issue,rework,BS-SM-16283-(Bulk),2352,Paint Harnder,-300,Gram,5.81,malikhashir85858@gmail.com,Hashir,Repaint: side walls issue due to welding repaint 2 times,,,
TXN-260829-390,2026-08-28 23:40:21,issue,rework,BS-SM-16283-(Bulk),2355,Paint Thinner,-240,Gram,1.67,malikhashir85858@gmail.com,Hashir,Repaint: side walls issue due to welding repaint 2 times,,,
TXN-260829-391,2026-08-28 23:45:22,receipt,,,2764,Paint Mixing,2700,Gram,6.04,malikhashir85858@gmail.com,,,,,2915
TXN-260829-392,2026-08-28 23:45:22,receipt,,,2354,Paint Matt Agent,1800,Gram,5.19,malikhashir85858@gmail.com,,,,,2915
TXN-260829-393,2026-08-28 23:45:22,receipt,,,2352,Paint Harnder,900,Gram,5.81,malikhashir85858@gmail.com,,,,,2915
TXN-260829-394,2026-08-28 23:45:22,receipt,,,2350,Paint Mixing,6100,Gram,6.44,malikhashir85858@gmail.com,,,,,2915
TXN-260829-395,2026-08-28 23:52:43,issue,bom,BS-US-2538,2764,Paint Mixing,-800,Gram,6.04,malikhashir85858@gmail.com,,Variance: matt agent extra used due to satin black paint,,,
TXN-260829-396,2026-08-28 23:52:43,issue,bom,BS-US-2538,2350,Paint Mixing,-450,Gram,6.44,malikhashir85858@gmail.com,,Variance: matt agent extra used due to satin black paint,,,
TXN-260829-397,2026-08-28 23:52:43,issue,bom,BS-US-2538,2352,Paint Harnder,-600,Gram,5.81,malikhashir85858@gmail.com,,Variance: matt agent extra used due to satin black paint,,,
TXN-260829-398,2026-08-28 23:52:43,issue,bom,BS-US-2538,2195,Paint Matt Agent,-500,Gram,4.86,malikhashir85858@gmail.com,,Variance: matt agent extra used due to satin black paint,,,
TXN-260829-399,2026-08-28 23:52:43,issue,bom,BS-US-2538,2354,Paint Matt Agent,-200,Gram,5.19,malikhashir85858@gmail.com,,Variance: matt agent extra used due to satin black paint,,,
TXN-260829-400,2026-08-28 23:52:43,issue,bom,BS-US-2538,2355,Paint Thinner,-250,Gram,1.67,malikhashir85858@gmail.com,,Variance: matt agent extra used due to satin black paint,,,
TXN-260829-401,2026-08-28 23:52:43,issue,bom,BS-US-2538,2247,Paint Binder,-240,Gram,7.41,malikhashir85858@gmail.com,,Variance: matt agent extra used due to satin black paint,,,
TXN-260829-402,2026-08-29 04:56:47,adjust,,,2245 / 2673,Paint Mixing,-100,Gram,9.75,comrade@yorkyankee.com,,Nippon Issued against Nexa red,,,Nippon Issued against Nexa red
TXN-260829-403,2026-08-29 04:58:27,adjust,,,2754,Paint Mixing,100,Gram,7.78,comrade@yorkyankee.com,,nippon against nexa,,,nippon against nexa
TXN-260829-404,2026-08-29 05:01:45,adjust,,,2274,Paint Mixing,200,Gram,9.04,comrade@yorkyankee.com,,No physical Stock,,,No physical Stock
TXN-260829-405,2026-08-29 05:03:31,adjust,,,2699,Paint Mixing,-200,Gram,6.93,comrade@yorkyankee.com,,adjustment against another color,,,adjustment against another color
TXN-260831-406,2026-08-30 23:21:55,issue,bom,BS-ET-16449,2158,Epoxy Set,-200,Gram,7.79,malikhashir85858@gmail.com,,Variance: golden sign so no matt agent and hardner is ussed,,,
TXN-260831-407,2026-08-30 23:21:55,issue,bom,BS-ET-16449,1145,Epoxy Set,-30,Gram,3.8,malikhashir85858@gmail.com,,Variance: golden sign so no matt agent and hardner is ussed,,,
TXN-260831-408,2026-08-30 23:21:55,issue,bom,BS-ET-16449,244,Epoxy Set,-18,Gram,0.54,malikhashir85858@gmail.com,,Variance: golden sign so no matt agent and hardner is ussed,,,
TXN-260831-409,2026-08-30 23:21:55,issue,bom,BS-ET-16449,520,Paint Mixing,-100,Gram,7.4,malikhashir85858@gmail.com,,Variance: golden sign so no matt agent and hardner is ussed,,,
TXN-260831-410,2026-08-30 23:21:55,issue,bom,BS-ET-16449,2355,Paint Thinner,-90,Gram,1.67,malikhashir85858@gmail.com,,Variance: golden sign so no matt agent and hardner is ussed,,,
TXN-260831-411,2026-08-30 23:21:55,issue,bom,BS-ET-16449,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: golden sign so no matt agent and hardner is ussed,,,
TXN-260831-412,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2158,Epoxy Set,-250,Gram,7.79,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-413,2026-08-30 23:53:09,issue,bom,BS-ET-16473,1145,Epoxy Set,-80,Gram,3.8,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-414,2026-08-30 23:53:09,issue,bom,BS-ET-16473,244,Epoxy Set,-50,Gram,0.54,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-415,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2245 / 2673,Paint Mixing,-25,Gram,9.75,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 2357C,,
TXN-260831-416,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2272,Paint Mixing,-11,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 2357C,,
TXN-260831-417,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2350,Paint Mixing,-30,Gram,6.44,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 2357C,,
TXN-260831-418,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2754,Paint Mixing,-34,Gram,7.78,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 2357C,,
TXN-260831-419,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2764,Paint Mixing,-2,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 2357C,,
TXN-260831-420,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2354,Paint Matt Agent,-55,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-421,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2352,Paint Harnder,-49,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-422,2026-08-30 23:53:09,issue,bom,BS-ET-16473,2355,Paint Thinner,-28,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-423,2026-08-30 23:53:09,issue,bom,BS-ET-16473,937,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-424,2026-08-30 23:53:09,issue,bom,BS-ET-16473,246,Miscellaneous,-300,Nos,,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-425,2026-08-30 23:53:09,issue,bom,BS-ET-16473,239,Miscellaneous,-2,Nos,,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260831-426,2026-08-31 00:07:51,issue,bom,BS-QS-16485,2158,Epoxy Set,-180,Gram,7.79,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-427,2026-08-31 00:07:51,issue,bom,BS-QS-16485,1145,Epoxy Set,-50,Gram,3.8,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-428,2026-08-31 00:07:51,issue,bom,BS-QS-16485,244,Epoxy Set,-35,Gram,0.54,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-429,2026-08-31 00:07:51,issue,bom,BS-QS-16485,2764,Paint Mixing,-60,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-430,2026-08-31 00:07:51,issue,bom,BS-QS-16485,2354,Paint Matt Agent,-34,Gram,5.19,malikhashir85858@gmail.com,,Variance: sign done,,,
TXN-260831-431,2026-08-31 00:07:51,issue,bom,BS-QS-16485,2352,Paint Harnder,-30,Gram,5.81,malikhashir85858@gmail.com,,Variance: sign done,,,
